PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Side,Deck,Cabin_number,Dépense_totale
0108_01,Earth,True,TRAPPIST-1e,23.0,False,False,S,G,19.0,0.0
0108_02,Earth,False,TRAPPIST-1e,31.0,False,False,S,G,19.0,888.0
0108_03,Earth,False,TRAPPIST-1e,0.0,,True,S,G,19.0,0.0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,False,,,,5109.0
0110_02,Europa,,TRAPPIST-1e,40.0,False,False,P,B,5.0,2018.0
0110_03,Europa,False,TRAPPIST-1e,42.0,False,True,P,B,5.0,15940.0
0110_04,Europa,True,TRAPPIST-1e,28.0,False,True,P,B,5.0,0.0
0111_01,Europa,True,TRAPPIST-1e,29.0,False,True,S,E,6.0,0.0
0112_01,Europa,False,55 Cancri e,48.0,True,True,S,B,1.0,2654.0
0113_01,Earth,False,TRAPPIST-1e,64.0,False,True,P,F,23.0,804.0
0114_01,Earth,False,TRAPPIST-1e,27.0,False,False,S,G,20.0,907.0
0115_01,Mars,,TRAPPIST-1e,26.0,False,True,P,F,24.0,
0116_01,Europa,False,TRAPPIST-1e,33.0,False,True,P,D,4.0,2640.0
0119_01,,False,TRAPPIST-1e,39.0,False,False,P,A,0.0,9307.0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,True,P,A,0.0,0.0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,True,P,F,25.0,
0122_01,Earth,False,TRAPPIST-1e,29.0,False,False,S,G,21.0,773.0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,False,P,F,27.0,702.0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,True,S,F,27.0,0.0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,False,S,E,7.0,1022.0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,False,S,D,3.0,3014.0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,False,S,E,8.0,2109.0
0129_01,Earth,True,PSO J318.5-22,22.0,False,True,S,G,22.0,
0133_01,Mars,True,TRAPPIST-1e,19.0,False,True,S,F,29.0,0.0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,False,S,D,5.0,2738.0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,True,P,G,17.0,744.0
0136_01,Earth,False,PSO J318.5-22,47.0,False,False,S,G,23.0,721.0
0138_01,Earth,True,TRAPPIST-1e,13.0,False,True,P,G,18.0,0.0
0138_02,Earth,False,,34.0,False,False,P,E,5.0,793.0
0139_01,Europa,True,55 Cancri e,35.0,False,True,S,C,6.0,0.0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,True,P,G,19.0,0.0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,False,P,F,29.0,902.0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,False,P,F,30.0,
0144_01,Earth,False,TRAPPIST-1e,20.0,False,True,S,F,31.0,630.0
0146_01,Earth,False,TRAPPIST-1e,56.0,False,False,S,G,25.0,0.0
0147_01,Earth,True,TRAPPIST-1e,50.0,False,True,S,G,26.0,0.0
0148_01,Mars,False,TRAPPIST-1e,42.0,False,False,P,F,31.0,1158.0
0149_01,Earth,True,55 Cancri e,,False,True,S,G,27.0,0.0
0151_01,Earth,True,55 Cancri e,38.0,False,False,P,G,20.0,0.0
0152_01,Earth,False,,41.0,False,False,P,F,32.0,607.0
0160_01,Earth,False,TRAPPIST-1e,22.0,False,False,P,G,22.0,4180.0
0163_01,Europa,True,TRAPPIST-1e,26.0,False,True,P,B,8.0,0.0
0163_02,Europa,True,TRAPPIST-1e,17.0,False,True,P,B,8.0,0.0
0164_01,Earth,False,TRAPPIST-1e,57.0,False,True,S,G,28.0,
0164_02,Earth,True,PSO J318.5-22,17.0,False,False,S,G,28.0,0.0
0165_01,Mars,True,TRAPPIST-1e,35.0,,True,P,F,37.0,0.0
0167_01,Mars,True,TRAPPIST-1e,13.0,False,True,S,F,35.0,0.0
0167_02,Mars,False,TRAPPIST-1e,27.0,False,False,S,F,35.0,1572.0
0169_01,Earth,True,TRAPPIST-1e,31.0,False,False,P,G,23.0,0.0
0170_01,Earth,False,TRAPPIST-1e,24.0,False,False,S,E,10.0,788.0
0171_01,Earth,True,PSO J318.5-22,19.0,False,True,S,G,30.0,0.0
0172_01,Earth,True,TRAPPIST-1e,32.0,False,True,P,G,24.0,0.0
0173_01,Earth,,TRAPPIST-1e,58.0,False,True,S,E,11.0,990.0
0174_01,Earth,False,55 Cancri e,21.0,False,False,P,F,38.0,593.0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,False,S,B,2.0,27428.0
0178_01,Mars,False,TRAPPIST-1e,38.0,False,False,S,D,6.0,3722.0
0179_01,Earth,False,TRAPPIST-1e,19.0,False,True,P,G,26.0,906.0
0179_02,Earth,False,TRAPPIST-1e,0.0,False,False,P,G,26.0,0.0
0179_03,Earth,False,TRAPPIST-1e,3.0,False,True,P,G,26.0,0.0
0181_01,Earth,False,TRAPPIST-1e,20.0,False,False,P,G,27.0,394.0
0182_01,Europa,True,TRAPPIST-1e,24.0,False,True,P,C,3.0,0.0
0183_01,Earth,False,TRAPPIST-1e,37.0,False,True,S,F,36.0,821.0
0186_01,Earth,False,TRAPPIST-1e,25.0,False,False,P,G,28.0,1018.0
0188_01,Earth,True,TRAPPIST-1e,56.0,False,True,S,G,31.0,0.0
0189_01,Earth,False,55 Cancri e,49.0,False,False,P,E,8.0,788.0
0190_01,Earth,True,55 Cancri e,11.0,False,False,S,G,32.0,0.0
0192_01,Earth,True,TRAPPIST-1e,1.0,False,True,P,G,29.0,0.0
0192_02,Earth,False,TRAPPIST-1e,8.0,False,False,P,G,29.0,0.0
0192_03,Earth,False,TRAPPIST-1e,39.0,False,False,P,G,29.0,908.0
0193_01,Mars,True,TRAPPIST-1e,2.0,False,True,P,F,41.0,0.0
0193_02,Mars,False,TRAPPIST-1e,23.0,False,False,P,F,41.0,
0193_03,Mars,False,TRAPPIST-1e,0.0,False,True,P,F,41.0,0.0
0195_01,Mars,False,TRAPPIST-1e,39.0,False,True,P,F,42.0,1273.0
0196_01,Mars,False,PSO J318.5-22,25.0,False,False,P,D,5.0,1778.0
0197_01,Europa,False,TRAPPIST-1e,36.0,False,False,P,C,5.0,2342.0
0198_01,Earth,,PSO J318.5-22,52.0,False,True,P,G,30.0,0.0
0199_01,Earth,True,TRAPPIST-1e,18.0,False,False,S,G,33.0,0.0
0200_01,Earth,True,TRAPPIST-1e,15.0,False,True,P,G,31.0,0.0
0201_01,Europa,True,TRAPPIST-1e,35.0,False,True,S,B,3.0,0.0
0201_02,Europa,True,TRAPPIST-1e,47.0,False,True,S,B,3.0,0.0
0202_01,Europa,True,55 Cancri e,45.0,False,True,P,B,9.0,0.0
0202_02,Europa,False,55 Cancri e,,False,True,P,A,2.0,
0203_01,Europa,True,TRAPPIST-1e,51.0,False,True,S,C,8.0,0.0
0205_01,Earth,False,TRAPPIST-1e,29.0,False,False,S,G,34.0,773.0
0206_01,Europa,False,55 Cancri e,,False,True,S,C,9.0,2981.0
0207_01,Earth,True,PSO J318.5-22,19.0,False,False,P,G,32.0,0.0
0210_01,,True,55 Cancri e,24.0,False,True,P,D,6.0,
0211_01,Mars,False,TRAPPIST-1e,29.0,False,True,P,F,44.0,1040.0
0211_02,Mars,True,TRAPPIST-1e,11.0,False,True,P,F,44.0,0.0
0211_03,Mars,False,TRAPPIST-1e,17.0,False,False,P,F,44.0,1337.0
0212_01,Earth,False,TRAPPIST-1e,13.0,False,False,P,E,9.0,982.0
0212_02,Earth,False,TRAPPIST-1e,35.0,False,False,P,F,45.0,732.0
0213_01,Earth,False,TRAPPIST-1e,21.0,False,False,P,F,46.0,794.0
0216_01,Earth,False,55 Cancri e,21.0,False,False,S,F,40.0,1974.0
0217_01,Earth,False,TRAPPIST-1e,38.0,False,False,P,F,47.0,1544.0
0219_01,Earth,True,TRAPPIST-1e,19.0,False,True,P,G,36.0,0.0
0220_01,Earth,True,TRAPPIST-1e,2.0,False,True,P,G,37.0,0.0
0220_02,Earth,False,TRAPPIST-1e,0.0,False,True,P,G,37.0,0.0
0220_03,Earth,True,TRAPPIST-1e,13.0,False,False,P,G,37.0,0.0
0220_04,Earth,False,TRAPPIST-1e,25.0,False,False,P,E,10.0,
0220_05,Earth,False,TRAPPIST-1e,16.0,False,False,P,F,48.0,1102.0
0220_06,Earth,False,55 Cancri e,1.0,False,False,P,G,37.0,0.0
0220_07,Earth,True,TRAPPIST-1e,15.0,False,True,P,G,37.0,0.0
0221_01,Mars,False,55 Cancri e,21.0,False,False,S,E,13.0,2356.0
0221_02,Mars,False,TRAPPIST-1e,23.0,False,False,S,E,13.0,1298.0
0221_03,Mars,False,TRAPPIST-1e,33.0,False,False,S,E,13.0,2134.0
0221_04,Mars,True,TRAPPIST-1e,21.0,False,True,S,E,13.0,0.0
0221_05,Mars,False,TRAPPIST-1e,41.0,False,False,S,E,13.0,2597.0
0221_06,Mars,False,TRAPPIST-1e,16.0,False,False,S,E,13.0,1370.0
0221_07,Mars,True,TRAPPIST-1e,42.0,False,False,S,E,13.0,0.0
0222_01,Mars,False,TRAPPIST-1e,20.0,False,False,S,F,41.0,1417.0
0222_02,Mars,True,TRAPPIST-1e,24.0,False,True,S,F,41.0,0.0
0222_03,Mars,True,TRAPPIST-1e,16.0,False,True,S,E,14.0,0.0
0223_01,Earth,False,TRAPPIST-1e,21.0,False,False,S,G,35.0,676.0
0224_01,Mars,False,TRAPPIST-1e,32.0,True,False,S,F,42.0,1820.0
0225_01,Earth,True,PSO J318.5-22,58.0,False,True,P,G,38.0,0.0
0229_01,Earth,False,TRAPPIST-1e,24.0,False,False,S,F,43.0,803.0
0231_01,Mars,False,TRAPPIST-1e,30.0,False,False,S,F,44.0,1806.0
0232_01,Earth,True,PSO J318.5-22,27.0,False,False,S,G,36.0,
0233_01,Mars,False,TRAPPIST-1e,32.0,False,False,S,F,45.0,1750.0
0234_01,Earth,False,TRAPPIST-1e,43.0,False,False,P,F,50.0,
0237_01,Europa,True,TRAPPIST-1e,42.0,False,True,P,B,11.0,0.0
0239_01,Mars,False,TRAPPIST-1e,37.0,False,False,,,,1048.0
0240_01,Mars,True,TRAPPIST-1e,35.0,False,True,P,F,52.0,0.0
0241_01,Europa,,55 Cancri e,33.0,False,False,P,E,11.0,7177.0
0242_01,,False,TRAPPIST-1e,18.0,False,False,S,F,46.0,1288.0
0243_01,Earth,True,TRAPPIST-1e,21.0,False,False,S,G,37.0,0.0
0244_01,Mars,True,TRAPPIST-1e,43.0,False,True,,,,0.0
0244_02,Mars,True,55 Cancri e,14.0,,True,S,F,47.0,0.0
0245_01,Europa,False,55 Cancri e,46.0,False,True,P,C,6.0,3578.0
0245_02,Europa,False,TRAPPIST-1e,33.0,False,False,P,C,6.0,12378.0
0246_01,Mars,False,TRAPPIST-1e,21.0,False,False,P,D,8.0,3261.0
0248_01,Europa,False,TRAPPIST-1e,33.0,False,False,S,C,10.0,9684.0
0250_01,Earth,True,PSO J318.5-22,47.0,False,False,S,G,38.0,
0251_01,,True,55 Cancri e,54.0,False,True,S,C,11.0,0.0
0252_01,Earth,False,TRAPPIST-1e,30.0,False,False,P,F,53.0,1571.0
0253_01,Earth,False,TRAPPIST-1e,29.0,False,False,P,G,42.0,888.0
0254_01,Earth,False,TRAPPIST-1e,21.0,False,True,P,F,54.0,1290.0
0255_01,Europa,True,TRAPPIST-1e,24.0,False,True,S,A,3.0,0.0
0257_01,Mars,False,55 Cancri e,21.0,False,False,S,F,49.0,
0257_02,Mars,True,TRAPPIST-1e,60.0,False,True,S,F,49.0,0.0
0258_01,Earth,False,TRAPPIST-1e,22.0,False,False,S,F,50.0,704.0
0260_01,Europa,False,TRAPPIST-1e,26.0,False,False,S,E,16.0,7845.0
0261_01,Earth,False,TRAPPIST-1e,26.0,False,False,P,F,56.0,898.0
0263_01,Earth,True,TRAPPIST-1e,28.0,False,True,P,G,43.0,0.0
0265_01,Europa,True,TRAPPIST-1e,39.0,False,True,S,D,8.0,
0267_01,Earth,False,TRAPPIST-1e,13.0,False,False,S,F,51.0,873.0
0269_01,Earth,False,55 Cancri e,47.0,False,True,S,F,52.0,823.0
0270_01,Earth,False,TRAPPIST-1e,63.0,False,False,P,F,59.0,1393.0
0275_01,Europa,True,55 Cancri e,,False,True,S,D,9.0,0.0
0277_01,Earth,False,55 Cancri e,50.0,False,True,P,F,61.0,2487.0
0278_01,Earth,False,TRAPPIST-1e,35.0,False,False,,,,
0278_02,Earth,False,TRAPPIST-1e,45.0,False,False,P,G,45.0,444.0
0281_01,Earth,False,TRAPPIST-1e,19.0,False,True,P,F,63.0,2078.0
0282_01,Earth,False,TRAPPIST-1e,21.0,False,True,S,F,54.0,918.0
0283_01,Earth,True,PSO J318.5-22,29.0,False,True,P,G,46.0,0.0
0283_02,Earth,False,TRAPPIST-1e,22.0,False,True,P,F,64.0,803.0
0285_01,Europa,True,TRAPPIST-1e,14.0,False,True,P,E,16.0,0.0
0285_02,Europa,True,55 Cancri e,42.0,False,True,P,E,16.0,0.0
0286_01,Earth,False,55 Cancri e,57.0,False,False,P,F,65.0,1488.0
0287_01,Europa,True,55 Cancri e,39.0,False,True,,,,0.0
0287_02,Europa,False,TRAPPIST-1e,28.0,False,False,P,B,12.0,2085.0
0288_01,Earth,False,55 Cancri e,19.0,False,False,S,F,55.0,828.0
0289_01,Europa,True,55 Cancri e,19.0,False,True,S,C,12.0,0.0
0290_01,Europa,False,55 Cancri e,26.0,False,True,S,B,7.0,5877.0
0290_02,Europa,True,TRAPPIST-1e,17.0,False,True,S,B,7.0,0.0
0290_03,Europa,,TRAPPIST-1e,43.0,False,True,S,B,7.0,0.0
0290_04,Europa,False,55 Cancri e,9.0,False,True,S,B,7.0,0.0
0291_01,Europa,False,TRAPPIST-1e,40.0,False,True,S,D,10.0,7678.0
0294_01,Europa,True,TRAPPIST-1e,50.0,False,True,S,B,8.0,
0297_01,Earth,False,TRAPPIST-1e,24.0,False,True,P,G,47.0,1433.0
0298_01,Europa,True,55 Cancri e,57.0,False,True,P,A,3.0,0.0
0301_01,Earth,True,TRAPPIST-1e,16.0,False,False,,,,0.0
0302_01,Earth,False,TRAPPIST-1e,23.0,False,False,P,F,67.0,1385.0
0303_01,,True,TRAPPIST-1e,23.0,False,True,S,G,41.0,0.0
0304_01,Europa,False,TRAPPIST-1e,28.0,False,False,S,E,18.0,7439.0
0305_01,Europa,False,55 Cancri e,23.0,False,False,P,C,7.0,3073.0
0306_01,Earth,False,TRAPPIST-1e,23.0,False,False,S,E,19.0,904.0
0307_01,Earth,False,TRAPPIST-1e,18.0,False,True,S,F,59.0,1359.0
0309_01,Earth,False,TRAPPIST-1e,18.0,False,False,S,F,60.0,1357.0
0310_01,Europa,False,TRAPPIST-1e,67.0,False,False,,,,
0313_01,Earth,False,PSO J318.5-22,60.0,False,True,P,F,68.0,552.0
0313_02,Earth,True,55 Cancri e,,False,True,P,G,50.0,
0313_03,Earth,False,55 Cancri e,49.0,False,True,P,F,68.0,649.0
0313_04,Earth,False,55 Cancri e,0.0,False,True,P,G,50.0,0.0
0314_01,Earth,False,55 Cancri e,26.0,False,False,P,G,51.0,1790.0
0315_01,,True,PSO J318.5-22,35.0,False,True,S,G,42.0,0.0
0316_01,Europa,False,TRAPPIST-1e,24.0,False,True,S,B,9.0,
0316_02,Europa,True,TRAPPIST-1e,20.0,False,True,S,B,9.0,
0320_01,Earth,False,TRAPPIST-1e,18.0,False,False,S,G,44.0,
0320_02,Earth,False,TRAPPIST-1e,21.0,False,False,S,G,44.0,
0321_01,,False,TRAPPIST-1e,59.0,True,False,S,F,61.0,1227.0
0322_01,Earth,True,PSO J318.5-22,13.0,False,False,S,G,45.0,0.0
0324_01,Earth,True,55 Cancri e,43.0,False,False,P,G,53.0,0.0
0326_01,Earth,True,TRAPPIST-1e,29.0,False,False,S,G,47.0,0.0
0327_01,Earth,False,TRAPPIST-1e,19.0,False,True,,,,803.0
0330_01,Europa,False,TRAPPIST-1e,2.0,False,True,S,C,14.0,0.0
0330_02,Europa,False,TRAPPIST-1e,32.0,False,True,S,C,14.0,5146.0
0330_03,Europa,False,TRAPPIST-1e,33.0,False,False,S,C,14.0,2168.0
0331_01,Earth,False,TRAPPIST-1e,25.0,False,False,P,F,72.0,803.0
0333_01,Mars,True,55 Cancri e,29.0,False,True,P,F,73.0,0.0
0334_01,Mars,False,TRAPPIST-1e,29.0,False,False,S,F,62.0,7404.0
0336_01,Earth,False,TRAPPIST-1e,44.0,False,False,P,F,74.0,712.0
0337_01,Mars,True,55 Cancri e,2.0,False,True,S,F,63.0,0.0
0337_02,Mars,False,TRAPPIST-1e,19.0,False,True,S,F,63.0,2460.0
0337_03,Mars,False,55 Cancri e,0.0,False,True,S,F,63.0,0.0
0338_01,Earth,True,TRAPPIST-1e,18.0,False,True,S,G,48.0,
0340_01,Europa,True,55 Cancri e,38.0,False,True,S,B,10.0,0.0
0341_01,Earth,True,PSO J318.5-22,5.0,False,False,P,G,57.0,0.0
0343_01,Earth,False,PSO J318.5-22,31.0,False,False,P,F,76.0,1302.0
0345_01,Mars,True,TRAPPIST-1e,30.0,False,False,S,E,21.0,0.0
0346_01,Earth,True,55 Cancri e,15.0,False,True,P,G,59.0,0.0
0347_01,Mars,False,TRAPPIST-1e,27.0,False,False,S,F,64.0,1868.0
0348_01,Mars,False,TRAPPIST-1e,22.0,False,True,P,D,12.0,3223.0
0348_02,Mars,,TRAPPIST-1e,36.0,False,True,,,,2385.0
0350_01,Earth,True,PSO J318.5-22,14.0,False,True,P,G,60.0,0.0
0352_01,Mars,False,TRAPPIST-1e,23.0,False,False,P,F,78.0,4976.0
0355_01,Earth,True,TRAPPIST-1e,18.0,False,True,,,,0.0
0356_01,Europa,True,55 Cancri e,36.0,False,True,P,B,15.0,0.0
0357_01,Earth,False,TRAPPIST-1e,41.0,False,False,S,F,65.0,
0358_01,Earth,True,TRAPPIST-1e,50.0,False,True,S,G,50.0,0.0
0358_02,Earth,True,PSO J318.5-22,32.0,False,True,S,G,50.0,0.0
0359_01,Earth,False,PSO J318.5-22,26.0,False,False,S,F,66.0,689.0
0360_01,Earth,False,TRAPPIST-1e,15.0,False,False,S,F,67.0,715.0
0361_01,Earth,False,55 Cancri e,33.0,False,True,S,F,68.0,733.0
0365_01,Earth,False,55 Cancri e,,False,False,S,G,51.0,706.0
0368_01,Mars,False,TRAPPIST-1e,26.0,False,False,P,F,82.0,7405.0
0368_02,Mars,True,TRAPPIST-1e,61.0,False,True,P,F,82.0,0.0
0369_01,Earth,False,TRAPPIST-1e,24.0,False,True,S,G,53.0,827.0
0370_01,Earth,False,TRAPPIST-1e,30.0,False,False,P,F,83.0,1559.0
0371_01,Mars,True,TRAPPIST-1e,24.0,False,True,P,F,84.0,0.0
0372_01,Earth,False,TRAPPIST-1e,24.0,False,False,P,F,85.0,2771.0
0373_01,Earth,True,TRAPPIST-1e,41.0,False,False,P,G,62.0,0.0
0375_01,Earth,False,TRAPPIST-1e,20.0,False,False,P,E,22.0,788.0
0376_01,Earth,False,TRAPPIST-1e,22.0,False,True,S,G,54.0,908.0
0377_01,Europa,False,55 Cancri e,63.0,False,False,S,C,15.0,9432.0
0378_01,Europa,False,55 Cancri e,18.0,False,False,S,B,11.0,6065.0
0378_02,Europa,True,55 Cancri e,21.0,False,True,S,B,11.0,0.0
0378_03,Europa,False,TRAPPIST-1e,79.0,False,False,S,B,11.0,10645.0
